,movie_name,year,num_characters,num_connections,num_connected_components,num_main_characters,max_degree_node_value,max_degree_node,network_strength,max_weight_edge_value,max_weight_edge_source,max_weight_edge_target
263,Ghost Ship,2002,8,27,1,8,7,Captain Sean Murphy,1700,207,Maureen Epps,Munder
264,Last Orders,2001,14,42,1,5,12,Jack,921,106,Vic,Jack
265,A Dirty Shame,2004,21,33,1,1,18,Sylvia Stickles,240,32,Sylvia Stickles,Vaughn Stickles
266,Ice Soldiers,2013,7,11,2,5,4,Malraux,185,37,Malraux,Jane Frazer
267,Eternal,2004,4,3,1,2,2,Elizabeth Kane,12,6,Nathan,Raymond Pope
268,I Am Sam,2001,23,79,1,2,20,Lucy 18 Months,1366,191,Lucy 18 Months,Sam Dawson
269,The Frankenstein Theory,2013,8,23,1,7,7,Vicky Stephens,785,96,Vicky Stephens,Jonathan Venkenhein
270,Kill Command,2016,9,24,1,7,8,Mills,287,55,Goodwin,Mills
271,That Touch of Mink,1962,7,14,1,5,6,Cathy Timberlake,314,73,Cathy Timberlake,Philip Shayne
272,4:44 Last Day on Earth,2011,3,2,1,1,2,Man on phone,8,5,Skye,Man on phone
273,Charisma,1999,6,5,1,1,5,Goro Yabuike,31,11,Satoshi Nakasone,Goro Yabuike
274,Amelia,2009,21,72,1,3,20,Amelia Earhart,1426,158,Amelia Earhart,Coastguard Man
275,The Secret,2007,4,2,2,0,1,Girl with Justin,34,30,Girl with Justin,Hannah Marris
276,Saratoga Trunk,1945,4,5,1,4,3,Raymond Soule,27,8,Colonel Clint Maroon,Sophie Bellop
277,Little Buddha,1993,20,82,1,4,18,Jesse Conrad,912,65,Lama Norbu,Siddhartha
278,Ma Vie en Rose,1997,11,14,1,1,6,Ludovic Fabre,84,16,Ben,Pam
279,Mona Lisa Smile,2003,18,56,1,2,14,Katherine Ann Watson,495,34,Katherine Ann Watson,Betty Warren
280,Kelly & Cal,2014,8,12,1,2,5,Kelly,93,18,Kelly,Jackson
281,Water and Fire,2013,10,21,1,3,9,Hasmet,159,25,Hasmet,Yagmur
282,Ringu 2,1999,10,20,1,3,8,Sadako Yamamura,105,15,Sadako Yamamura,Ryûji Takayama
283,Marvin's Room,1996,5,5,1,1,3,Bessie,21,6,Lee,Lance
284,What's New Pussycat,1965,8,15,1,3,6,Michael James,212,41,Michael James,Carole Werner
285,The Grey Fox,1982,6,8,1,4,5,Bill Miner,39,7,Bill Miner,Louis Colquhoun
286,White Dog,1982,11,12,1,1,9,Julie Sawyer,94,28,Julie Sawyer,Keys
287,The Wedding Pact,2014,13,33,1,2,11,Elizabeth Carter,387,67,Elizabeth Carter,Mitch Becker
288,Soccer Mom,2008,16,48,1,3,13,Becca Handler,714,92,Lorenzo Vincenzo,Wendy Handler
289,Supergirl,1984,13,29,1,3,11,Kara / Supergirl / Linda Lee,376,55,Kara / Supergirl / Linda Lee,Ethan
290,To Hell and Back,1955,13,22,1,1,12,Audie Murphy,153,26,Johnson,Audie Murphy
291,Torrente 3: El protector,2005,19,37,1,1,18,José Luis Torrente,283,24,Giannina Ricci,José Luis Torrente
292,The Mummy,1932,4,6,1,4,3,Frank Whemple,99,29,Frank Whemple,Helen Grosvenor / Princess Anck-es-en-Amon
293,Sorry to Bother You,2018,18,60,1,4,15,"Cassius ""Cash"" Green",502,58,"Cassius ""Cash"" Green",Voice in Elevator
294,Youth Without Youth,2007,4,4,1,3,3,Woman in Room 6,56,28,Woman in Room 6,Veronica / Laura
295,You Only Live Once,1937,7,12,1,5,6,Eddie Taylor,333,104,Eddie Taylor,Joan Graham
296,God of War,2017,13,35,1,2,12,Qi Jimei,382,42,Qi Jiguang,Qi Jimei
297,American Ninja,1985,5,7,1,2,4,Cpl. Curtis Jackson,78,34,Cpl. Curtis Jackson,Pvt. Joe T. Armstrong
298,Nanking,2007,9,18,1,6,7,John Rabe,141,19,Minnie Vautrin,Chang Yu Zheng
299,Cockneys vs Zombies,2012,12,26,1,2,9,Andy,135,13,Andy,Doreen
300,Bandidas,2006,7,10,1,3,5,Tyler Jackson,93,15,Tyler Jackson,Maria Alvarez
301,Welcome to the Sticks,2008,11,21,1,4,8,Philippe Abrams,154,24,Philippe Abrams,Antoine Bailleul
302,Dope,2015,15,38,1,3,14,Malcolm Adekanbi,572,76,Malcolm Adekanbi,The Narrator
303,Les Bonnes Femmes,1960,9,23,1,6,7,"Albert, le vieux play-boy",183,21,"Albert, le vieux play-boy","Marcel, le jeune play-boy"
304,RoboCop,1987,27,89,1,2,19,RoboCop / Officer Alex J. Murphy,970,79,The Old Man,Clarence J. Boddicker
305,Lion,2016,4,4,1,3,3,Saroo Brierley,25,13,Guddu,Saroo Brierley
306,The Food of the Gods,1976,9,22,1,5,7,Morgan,237,26,Morgan,Brian
307,My Bloody Valentine,1981,17,72,1,7,16,The Miner & Harry Warden,784,48,Hollis,Howard Landers
308,The Gracefield Incident,2017,3,2,1,1,2,Trey Myers,96,93,Trey Myers,Julia Gilbert
309,Gantz: O,2016,6,9,1,3,5,Masaru Kato,57,11,Hachiro Oka,Masaru Kato
310,Listening,2014,9,14,1,3,6,David Thorogood,88,24,David Thorogood,Ryan Cates
311,The Island of Dr Moreau,1996,10,19,1,1,8,Edward Douglas,184,37,Dr. Moreau,Edward Douglas
312,My Super Ex-Girlfriend,2006,7,14,1,5,6,Matt Saunders,280,82,Matt Saunders,Jenny Johnson
313,Smokey and the Bandit,1977,8,12,1,2,7,Bo 'Bandit' Darville,130,40,Bo 'Bandit' Darville,Sheriff Buford T. Justice of Portague County
314,The Band Wagon,1953,7,21,1,7,6,Tony Hunter,649,73,Tony Hunter,Paul Byrd
315,That Most Important Thing: Love,1975,4,4,1,3,3,Nadine Chevalier,16,6,Mazelli,Nadine Chevalier
316,That's Not Me,2017,16,39,1,1,14,Polly Cuthbert / Amy Cuthbert,636,96,Polly Cuthbert / Amy Cuthbert,Jared Leto
317,Wonderland,2003,12,28,1,4,9,John Holmes,227,22,John Holmes,Billy Ward
318,The Medusa Touch,1978,8,7,2,1,5,10 Year Old Morlar,51,12,10 Year Old Morlar,Doctor Zonfeld
319,Hobson's Choice,1954,15,52,1,5,14,Maggie Hobson,1246,169,Maggie Hobson,Henry Horatio Hobson
320,The Other End of the Line,2008,22,64,1,2,20,Priya R. Sethi,805,108,Priya R. Sethi,Granger Woodruff
321,Billionaire Ransom,2016,23,134,1,11,20,Kyle Hartmann,2017,105,Marsac,Tom Maxwell
322,The Amazing Dr Clitterhouse,1938,11,23,1,2,10,Jo Keller,514,90,Jo Keller,Dr. T.S. Clitterhouse
323,The Tree of Life,2011,3,3,1,3,2,Jack O'Brien (age 2),70,50,Jack O'Brien (age 2),Young Jack O'Brien
324,28 Hotel Rooms,2012,3,3,1,3,2,Man,95,78,Man,Woman
325,Journey to the Far Side of the Sun,1969,9,19,1,6,8,John Kane,246,35,Sharon Ross,Jason Webb
326,Vengeance Is Mine,1979,7,12,1,2,6,Iwao,57,10,Iwao Enokizu,Kazuko Enokizu
327,Matru ki Bijlee ka Mandola,2013,5,7,1,4,4,Bijlee Mandola,77,22,Bijlee Mandola,Matru
328,Merry Christmas Mr Lawrence,1983,6,5,2,1,3,Sgt. Gengo Hara,43,15,Col. John Lawrence,Sgt. Gengo Hara
329,The Missing Person,2009,10,32,1,7,9,Harold Fullmer,378,38,Drexler Hewitt,Harold Fullmer
330,Rocky III,1982,7,18,1,6,6,Paulie,442,105,Rocky Balboa,Clubber Lang
331,The Cold Light of Day,2012,13,47,1,9,10,Will Shaw,811,76,Will Shaw,Lucia
332,No End,1985,5,4,1,1,3,Antek Zyro,17,5,Antek Zyro,Rechtsanwalt Mieczyslaw Labrador
333,Take Me Home,2011,12,20,1,1,10,Thom,132,16,Candy,Eric
334,Rabbit Without Ears,2007,8,8,1,1,5,Bello,29,6,Daniela Berg,Michi Nussmbaumer
335,They Died with Their Boots On,1941,11,31,1,5,10,George Armstrong Custer,693,177,George Armstrong Custer,Ned Sharp
336,Mission Kashmir,2000,15,36,1,3,11,Irfaan Khan,343,52,Young Altaaf,Irfaan Khan
337,Bloodworth,2010,11,21,1,3,9,Warren Bloodworth,159,22,Warren Bloodworth,Brady Bloodworth
338,Transporter 3,2008,5,5,1,1,4,Frank Martin,38,11,Valentina Vasilev,Frank Martin
339,Men of Honor,2000,25,76,1,2,18,Young Carl Brashear,800,43,MM1 Dylan Rourke,PO2 Timothy Douglas Isert
340,You Again,2010,17,66,1,5,15,Joanna,1171,176,Joanna,Marni
341,The Black Stallion,1979,5,7,1,4,4,Henry Dailey,205,83,Henry Dailey,Jake
342,Opera,1987,7,10,1,2,6,Betty,57,20,Macbeth,Betty
343,Smother,2008,15,40,1,3,12,Clare Cooper,339,23,Clare Cooper,Myron Stubbs
344,Drop Dead Gorgeous,1999,18,29,2,0,10,Amber Atkins,149,11,Amber Atkins,Rebecca 'Becky' Ann Leeman
345,On the Road,2012,16,37,1,1,13,Dean Moriarty / Neal Cassady,331,48,Marylou / LuAnne Henderson,Dean Moriarty / Neal Cassady
346,Parental Guidance,2012,22,79,1,3,16,Artie Decker,1824,240,Barker Simmons,Artie Decker
347,Arranged,2007,19,47,1,1,17,Rochel Meshenberg,466,33,Rochel Meshenberg,Matan Meshenberg
348,"Rachel, Rachel",1968,13,34,1,2,11,Rachel Cameron,581,125,Nick as a child,Rachel Cameron
349,Kiss the Bride,2007,11,20,1,3,9,Matt,318,64,Ryan,Alex
350,Waqt Hamara Hai,1993,7,9,1,1,6,Vikas Kumar Sabkuchwala,63,18,Vikas Kumar Sabkuchwala,Ayesha Vidrohi
351,"Distant Voices, Still Lives",1988,12,24,1,3,7,Maisie,167,15,Eileen as a Child,Maisie
352,The Thief of Paris,1967,11,17,1,2,6,Georges Randal,89,15,Courbassol,Georges Antoine
353,The Duke of Burgundy,2014,5,4,1,1,3,Cynthia,39,28,Evelyn,Cynthia
354,Diamond 13,2009,7,8,1,1,5,Franck,56,21,Franck,Maretti
355,Highlander II: The Quickening,1991,12,28,1,3,11,Connor 'The Highlander' MacLeod,319,42,Connor 'The Highlander' MacLeod,Cobalt Man
356,Ankhon Dekhi,2013,7,10,1,4,4,Amma,106,18,Rita,Bauji
357,Other People,2016,15,21,1,1,9,Joanne Mulcahey,217,38,David Mulcahey,Joanne Mulcahey
358,Dark Feed,2013,11,21,1,1,8,Darrell,115,15,Mitch,Darrell
359,Così è la vita,1998,5,4,1,1,3,Aldo Baglio,20,9,Aldo Baglio,Giovanni Storti
360,Passchendaele,2008,17,29,1,2,12,David Mann,217,34,Sarah Mann,David Mann
361,Darkness,2002,3,2,1,1,2,Paul,26,14,Paul,Regina
362,The Atomic Submarine,1959,14,26,1,2,11,Lt. Cmdr. Richard 'Reef' Holloway,142,15,Dr. Clifford Kent,Sir Ian Hunt
363,Becket,1964,11,25,1,3,9,Becket / Thomas Becket,384,74,Becket / Thomas Becket,Archbishop of Canterbury
364,Alabama Moon,2009,11,22,1,3,10,Moon Blake,336,91,Moon Blake,Hal Mitchell
365,What Ever Happened to Aunt Alice?,1969,14,38,1,4,11,George Lawson,432,41,Mrs. Marrable,Jim Vaughn
366,Child's Play 3,1991,9,22,1,6,7,Ellis,292,40,Andy Barclay,Ronald Tyler
367,One Deadly Summer,1983,7,10,1,3,5,Leballech - le patron de la scierie,86,18,Eliane Wieck dite 'Elle',Leballech - le patron de la scierie
368,Goldfish Memory,2003,12,17,2,1,7,Rosie,110,14,Tom,Clara
369,Strigoi,2009,4,4,1,3,3,Vlad Cozma,43,30,Vlad Cozma,Ileana Tirescu
370,Whitney: Can I Be Me,2017,15,21,1,1,14,Whitney Houston,246,83,Robyn Crawford,Whitney Houston
371,Sad Movie,2005,4,2,2,0,1,Lee Jin-wu,15,12,Lee Jin-wu,Park Hui-chan
372,Mutant Chronicles,2008,8,6,2,0,3,Brother Samuel,18,3,Maj. 'Mitch' Hunter,Brother Samuel
373,5 Flights Up,2014,19,61,1,3,16,Alex Carver,1076,136,Young Ruth,Alex Carver
374,The Dogs of War,1980,25,64,1,1,21,Jamie Shannon,649,64,Jamie Shannon,Kimba
375,Ya Sonra?,2011,11,31,1,6,10,Adem Yilmaz,533,102,Didem'in Babasi,Adem Yilmaz
376,Abraham Lincoln,1930,14,23,1,1,9,Tom Lincoln,281,84,Mary Todd Lincoln,Tom Lincoln
377,Do the Right Thing,1989,21,110,1,9,19,Sal,2198,266,Sal,Mookie
378,Skidoo,1968,16,27,1,1,15,Tough Tony Banks,388,99,Tough Tony Banks,Darlene Banks
379,The Drop,2014,15,31,1,2,12,Cousin Marv,327,57,Bob,Cousin Marv
380,Dark Crimes,2016,11,21,1,2,10,Kozlov,183,25,Tadek,Greger
381,Loaded,2008,14,19,1,1,12,Brooke,93,17,Hayden Price,Brooke
382,Sometimes a Great Notion,1971,14,43,1,3,12,Hank Stamper,731,112,Hank Stamper,Joe Ben Stamper
383,The Evil Within,2017,8,16,1,3,7,Dennis,366,84,Dennis,John
384,The Young Offenders,2016,8,14,1,2,7,Conor MacSweeney,408,141,Conor MacSweeney,Jock O'Keeffe
385,The Philadelphia Story,1940,11,46,1,10,10,Tracy Lord,1565,149,Tracy Lord,George Kittredge
386,Alias Jesse James,1959,6,11,1,5,5,Milford Farnsworth,412,176,Jesse James,Milford Farnsworth
387,You Get Me,2017,8,17,1,4,6,Holly Viola,316,113,Holly Viola,Tyler Hanson
388,Woman in Gold,2015,28,73,1,2,25,Maria Altmann,876,78,Maria Altmann,Adele Bloch-Bauer
389,Coraline,2009,11,28,1,5,9,Coraline Jones,500,89,Coraline Jones,Mel Jones / Other Mother
390,The Horse Soldiers,1959,16,34,1,1,11,Miss Hannah Hunter,306,41,Col. John Marlowe,Major 'Hank' Kendall
391,The Boy,2016,6,13,1,6,5,Greta Evans,465,170,Greta Evans,Malcolm
392,Young Doctors in Love,1982,31,113,1,2,26,Dr. Joseph Prang,814,61,Dr. Stephanie Brody,Dr. Simon August
393,London Town,2016,14,35,1,3,12,Shay Baker,505,106,Shay Baker,Alice Baker
394,Miss Julie,1951,4,5,1,4,3,Julie as a child,81,33,Julie as a child,Jean
395,The Conspirator,2010,30,136,1,5,24,Mary Surratt,1701,108,Mary Surratt,John Wilkes Booth
396,The Mountain,2012,5,5,1,1,4,Bekir,74,43,Staff Sergeant Kemal Karadag,Bekir
397,Ryan's Daughter,1970,8,9,1,1,5,Michael,56,14,Thomas Ryan,Charles Shaughnessy
398,Larger Than Life,1996,12,25,1,3,8,Jack Corcoran,397,89,Jack Corcoran,Vera
399,Jack Reacher,2012,17,41,1,3,13,Helen Rodin,701,96,Helen Rodin,Jack Reacher
400,Small Soldiers,1998,18,45,1,1,14,Alan Abernathy,374,76,Alan Abernathy,Archer
401,Outbreak,1995,33,135,1,2,31,Sam Daniels,2703,284,Man in Line,Sam Daniels
402,Viruddh Family Comes First,2005,7,9,1,2,6,Amar V. Patwardhan,167,75,Amar V. Patwardhan,Jenny Mayer
403,The War Lover,1962,15,37,1,2,12,Capt. Buzz Rickson,426,58,Capt. Buzz Rickson,Lynch: Crew of 'The Body'
404,The Portrait of a Lady,1996,11,25,1,4,9,Pansy Osmond,279,49,Isabel Archer,Pansy Osmond
405,The Finest Hours,2016,24,91,1,4,20,Bernie Webber,1140,124,Bernie Webber,Miriam Webber
406,Vettaiyaadu Vilaiyaadu,2006,10,19,1,2,8,Raghavan,206,57,Raghavan,Rani
407,Panjaa,2011,9,25,1,7,8,Jai,405,80,Jai,Jahnavi
408,Jumanji,1995,15,41,1,4,11,Peter Shepherd,515,64,Peter Shepherd,Sarah Whittle
409,Atonement,2007,20,74,1,3,16,"Briony, 18",1076,69,"Briony, 18",Cecilia Tallis
410,Suicide Squad,2016,23,72,1,2,19,Rick Flag,1062,97,Rick Flag,Amanda Waller
411,Confetti,2006,13,27,1,1,9,Josef,355,54,Josef,Isabelle
412,The Punisher,2004,13,24,1,1,8,Quentin Glass,215,46,Howard Saint,Quentin Glass
413,The Stepford Wives,1975,22,64,1,2,15,Walter Eberhart,455,41,Joanna Eberhart,Walter Eberhart
414,Rock the Kasbah,2015,17,46,1,3,12,Richie Lanz,540,57,Richie Lanz,Salima
415,Coolie,1983,5,4,2,0,2,Salma,18,9,Salma,Vicky Purie
416,The Dark Tower,2017,19,66,1,4,16,Jake Chambers,890,118,Jake Chambers,Roland Deschain
417,Elevator to the Gallows,1958,9,10,1,2,6,Julien Tavernier,119,60,Simon Carala,Julien Tavernier
418,The Firm,1993,21,85,1,6,18,Mitch McDeere,822,67,Mitch McDeere,Avery Tolar
419,Life with Mikey,1993,34,114,1,1,28,Angie Vega,1126,75,Ed Chapman,Angie Vega
420,How I Won the War,1967,9,10,1,1,5,Gripweed,58,10,Gripweed,Clapper
421,The Green Butchers,2003,5,8,1,4,4,Bjarne / Eigil,148,55,Bjarne / Eigil,Svend
422,Southbound,2015,25,90,1,2,15,Jack,1124,174,Lucas,EMT
423,Instructions Not Included,2013,11,24,1,3,10,Maggie,497,154,Maggie,Julie
424,Spooky Encounters,1980,6,7,1,2,4,Bold Cheung,51,17,Bold Cheung,Master Tam
425,Mean Creek,2004,8,26,1,8,7,Marty Blank,401,64,Marty Blank,George Tooney
426,The Gold Rush,1925,3,2,1,1,2,Hank Curtis,6,3,Black Larsen,Hank Curtis
427,Take Care,2014,7,8,1,1,4,Frannie,52,13,Devon,Jodi
428,Zipper,2015,12,24,1,2,9,Sam's Aide,210,32,Sam's Aide,Jeannie Ellis
429,"New York, New York",1977,16,43,1,2,13,Jimmy Doyle Jr.,477,47,Jimmy Doyle Jr.,Francine Evans
430,Regret!,2013,14,32,1,3,11,Jochem,275,45,Jochem,Vera
431,Nobody's Fool,1994,9,6,3,0,2,Sully Sullivan,32,7,Peter Sullivan,Wacker Sullivan
432,Waking Up in Reno,2002,13,37,1,4,11,Roy Kirkendall,1040,187,Darlene Dodd,Lonnie Earl Dodd
433,Élisa,1995,4,4,1,3,3,Solange,24,10,Marie,Solange
434,The Look of Silence,2014,5,3,2,0,2,Joshua Oppenheimer,14,6,Joshua Oppenheimer,Adi Rukun
435,"A Woman, a Gun and a Noodle Shop",2009,4,2,2,0,1,Wang,6,3,Wang,Li
436,Pan,2015,15,39,1,2,13,Peter Pan,573,111,Peter Pan,James Hook
437,The Bay,2012,24,100,1,4,20,Donna Thompson,1381,109,Donna Thompson,Alex
438,Romeo & Juliet,2013,12,38,1,6,10,Romeo Montague,660,107,Romeo Montague,Mercutio
439,The Day,2011,5,9,1,5,4,Shannon,399,116,Henson,Adam
440,The Descent,2005,7,21,1,7,6,Paul Carter,1048,123,Juno Kaplan,Holly
441,Rise of the Guardians,2012,10,37,1,9,9,Jamie Bennett,812,140,Jamie Bennett,Pippa / Jack's Sister
442,Thirteen,2003,15,43,1,3,13,Evie Zamora,605,96,Evie Zamora,Melanie 'Mel' Freeland
443,A Single Shot,2013,8,14,1,2,7,John Moon,264,66,John Moon,Abbie
444,Best of the Best 3: No Turning Back,1995,6,8,1,4,5,Tommy Lee,55,15,Luther Phelps Jr.,Tommy Lee
445,Fertile Ground,2011,6,8,1,2,5,Nate Weaver,99,22,Nate Weaver,Emily Weaver
446,Goldstone,2016,11,20,1,2,8,Josh Waters,140,28,Jimmy,Josh Waters
447,My Architect,2003,7,8,1,2,4,Nathaniel Kahn,59,17,Nathaniel Kahn,Richard Katz
448,Are You Here,2013,12,21,1,2,9,Ben Baker,205,30,Ben Baker,Steve Dallas
449,Yaadein,2001,7,16,1,6,6,Ronit Malhotra,326,77,Ronit Malhotra,Raj Singh Puri
450,Mighty Joe Young,1998,18,83,1,6,17,Baby Joe,1441,213,Baby Joe,Jill Young
451,I Origins,2014,9,18,1,2,8,Ian Gray,805,216,Ian Gray,Karen
452,Uro,2006,5,4,1,1,3,Mette,25,8,Frank Hermansen,Marco
453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,3,2,1,1,2,Borat Sagdiyev,23,19,Azamat Bagatov,Borat Sagdiyev
454,A Little Bit of Heaven,2011,13,28,1,1,12,Marley Corbett,479,82,Marley Corbett,Stanley
455,Gangster,2006,4,4,1,3,3,Daya Shankar,103,46,Akash,Simran
456,Intruders,2015,5,9,1,5,4,Dan Cooper,118,35,Anna Rook,Conrad
457,The Fifth Commandment,2008,4,5,1,4,3,Miles Templeton,41,14,Miles Templeton,Angel
458,Warcraft,2016,24,105,1,6,19,Anduin Lothar,957,71,Medivh,Anduin Lothar
459,Princesas,2005,6,9,1,5,4,Amiga de Caye,39,7,Amiga de Caye,Gloria
460,The Merchant of Venice,2004,10,22,1,3,9,Antonio,209,46,Bassanio,Antonio
461,Buried,2010,13,31,1,3,10,Dan Brenner,367,80,Dan Brenner,Paul Conroy
462,Bratz,2007,14,27,1,1,13,Meredith (as Chelsea Staub),188,30,Meredith (as Chelsea Staub),Sasha
463,Tideland,2005,7,18,1,6,6,Jeliza-Rose,246,105,Dickens,Dell
464,Child 44,2015,29,94,1,3,26,Young Leo Demidov,1567,248,Young Leo Demidov,Picks Up Raisa - Volsk Driver
465,The Kite Runner,2007,13,24,1,2,11,Amir,285,84,Amir,Young Hassan
466,Tom Thumb,1958,5,5,1,1,4,The Parent: Jonathan,32,10,The Parent: Jonathan,Tom Thumb
467,Beat the Devil,1953,11,32,1,7,10,Billy Dannreuther,871,103,Harry Chelm,Billy Dannreuther
468,Surviving Christmas,2004,17,58,1,5,15,Drew Latham,1159,117,Drew Latham,Brian Valco
469,Police Story 4: First Strike,1996,6,8,1,3,4,Annie Tsui,45,11,Annie Tsui,Col. Gregor Yegorov
470,Tees Maar Khan,2010,14,20,1,1,13,Tabrez Mirza Khan/Tees Maar Khan,375,188,Anil Kapoor,Tabrez Mirza Khan/Tees Maar Khan
471,You Stupid Man,2002,6,7,1,2,5,Owen,59,15,Jack,Diane
472,Darkman,1990,11,22,1,4,8,Robert G. Durant,304,64,Julie Hastings,Peyton Westlake / Darkman
473,Margin Call,2011,12,46,1,9,11,Eric Dale,624,56,Eric Dale,Sam Rogers
474,Deathtrap,1982,9,23,1,6,8,Sidney Bruhl,2904,931,Sidney Bruhl,Myra Bruhl
475,After Hours,1985,12,28,1,2,11,Paul Hackett,363,68,Paul Hackett,Marcy Franklin
476,Wonder Boys,2000,17,54,1,3,15,James Leer,915,104,James Leer,Terry Crabtree
477,Bajrangi Bhaijaan,2015,10,19,1,3,7,Bajrangi,302,65,Bajrangi,Pawan Kumar Chaturvedi / Bajrangi
478,Grey Owl,1999,15,22,1,1,12,Archie Grey Owl,283,79,Archie Grey Owl,Pony
479,The Reptile,1966,6,15,1,6,5,Anna Franklyn,189,26,Anna Franklyn,Charles Edward Spalding
480,Cyrano de Bergerac,1990,5,4,1,1,4,Cyrano De Bergerac,22,10,Cyrano De Bergerac,Roxane
481,Shahenshah,1988,4,4,1,3,3,J.K.'s man,27,10,J.K.'s man,Mohammed Salim (Guest Appearance)
482,Romeo and Juliet,1968,8,10,1,1,7,Romeo,178,49,Lord Montague,Romeo
483,Circus,2000,13,39,1,5,12,Leo,993,134,Moose,Leo
484,Next Door,2005,5,6,1,2,4,Åke,27,8,John,Åke
485,Yankee Zulu,1993,7,7,1,1,5,Rowena Labuschagne,43,13,Rowena Labuschagne,Captain Diehard
486,Valentino,1977,21,59,1,2,17,Rudolph Valentino,694,60,Natasha Rambova,Rudolph Valentino
487,Kill Bill: Vol 2,2004,13,24,1,1,8,Bill,196,20,Bill,"Beatrix ""The Bride"" Kiddo"
488,Solace,2015,20,85,1,5,19,John Clancy,1400,173,Agent Joe Merriweather,John Clancy
489,The Chant of Jimmie Blacksmith,1978,19,36,1,2,15,Mort Blacksmith,355,67,Mort Blacksmith,Jimmie Blacksmith
490,Long Day's Journey Into Night,1962,4,6,1,4,3,Jamie Tyrone,445,132,Jamie Tyrone,Edmund Tyrone
491,All Is Bright,2013,11,32,1,5,9,Dennis Girard,1139,306,Dennis Girard,Rene Upiter
492,The Single Moms Club,2014,19,68,1,5,14,Hillary,553,32,Jan,Hillary
493,Your Sister's Sister,2011,5,7,1,4,4,Jack,104,25,Jack,Tom - in photos
494,Star Trek IV: The Voyage Home,1986,13,30,1,3,10,Admiral/Captain James T. Kirk,373,40,Cmdr. Pavel Chekov,Captain Spock
495,Asal,2010,5,4,1,1,3,Brijesh Shetty,25,12,Brijesh Shetty,Sam
496,Submarino,2010,7,11,1,2,6,Martin,98,26,Nick,Ivan
497,Lifeboat,1944,9,33,1,9,8,John Kovac,527,46,Willi,Gus Smith
498,Cast Away,2000,15,20,2,1,10,Chuck Noland,137,28,Kelly Frears,Chuck Noland
499,I See You,2006,9,23,1,5,8,Raj Jaiswal,579,192,Shivani Dutt,Raj Jaiswal
500,Leave Her to Heaven,1945,9,24,1,6,8,Ruth Berent,1205,261,Ruth Berent,Ellen Berent Harland
501,All the Pretty Horses,2000,6,6,1,1,3,Lacey Rawlins,26,9,Jimmy Blevins,Lacey Rawlins
502,Secrets & Lies,1996,13,40,1,6,10,Maurice Purley,2234,212,Monica Purley,Maurice Purley
503,Look Who's Talking,1989,8,11,1,1,7,Mikey,158,43,Mikey,James Ubriacco
504,Clean Hands,2015,11,25,1,5,10,Eddie,305,35,Eddie,Yuri
505,Happy Accidents,2000,7,9,1,1,5,Sam Deed,72,22,Sam Deed,Ruby Weaver
506,The Ant Bully,2006,11,16,1,2,8,Lucas Nickle,227,66,Zoc,Lucas Nickle
507,You Are the Apple of My Eye,2011,9,16,1,2,8,Shen Chia-Yi,151,28,Shen Chia-Yi,Tsao Kuo-sheng
508,The Quiet Man,1952,11,29,1,7,10,Sean Thornton,514,93,Mary Kate Danaher,Sean Thornton
509,Jumpin' Jack Flash,1986,27,152,1,6,26,Jack,2445,201,Jack,Terry Doolittle
510,Chasers,1994,4,4,1,3,3,Eddie Devane,27,9,Howard Finster,Salesman Stig
511,Witching and Bitching,2013,12,23,2,2,8,José,228,22,José,Sergio
512,A Simple Favor,2018,30,110,1,4,27,Emily Nelson,2701,470,"Grace, Stephanie's Mom",Emily Nelson
513,The Man with the Iron Heart,2017,12,12,1,1,10,Reinhard Heydrich,66,10,Jozef Gabcík,Vaclav Moravek
514,Down Terrace,2009,9,29,1,8,8,Karl,1391,207,Karl,Bill
515,Zama,2017,11,13,1,2,7,Don Diego de Zama,106,34,Don Diego de Zama,Vicuña Porto
516,Million Dollar Mermaid,1952,8,14,1,3,7,Annette Kellerman,386,91,Annette Kellerman,Alfred Harper
517,1920,2008,5,5,1,1,4,Lisa Singh Rathod,153,124,Lisa Singh Rathod,Arjun Singh Rathod
518,Memento Mori,1999,3,3,1,3,2,Mr. Goh,15,6,Mr. Goh,Min-ah
519,The Way Ahead,1944,17,68,1,9,13,Pte. Ted Brewer,711,36,Lieutenant Jim Perry,Sgt. Ned Fletcher
520,Deli Deli Olma,2009,8,8,2,0,4,Alma,78,21,Popuç,Alma
521,Montevideo: Taste of a Dream,2010,18,47,1,2,16,Aleksandar Tirnanic 'Tirke',440,45,Aleksandar Tirnanic 'Tirke',Rosa
522,Seven Pounds,2008,7,9,1,2,6,Ben,65,24,Ezra Turner,Ben
523,Theodora Goes Wild,1936,12,44,1,8,11,Michael Grant,1071,163,Michael Grant,Theodora Lynn
524,Cardboard Boxer,2016,4,3,1,1,3,Willie,26,13,Willie,Skillet
525,Cellular,2004,13,27,1,2,11,Jessica Martin,243,32,Jessica Martin,Ryan Hewitt
526,Dirty,2005,9,6,3,0,3,Baine,31,8,Officer Armando Sancho,Baine
527,Storytelling,2001,14,35,1,3,10,Toby Oxman,307,32,Toby Oxman,Scooby Livingston
528,Bastard Out of Carolina,1996,15,52,1,4,13,Uncle Earle,513,50,Anney Boatwright,Glen Waddell
